add another song to the cita romántica playlist.	AddToPlaylist music_itemOPEN song CLOSEmusic_item playlistOPEN cita romántica CLOSEplaylist
show me interesting times: the secret of my success	SearchCreativeWork object_nameOPEN interesting times: the secret of my success CLOSEobject_name
show creativity in the red  saga	SearchCreativeWork object_nameOPEN in the red CLOSEobject_name object_typeOPEN saga CLOSEobject_type
when was the album  start a fire released?	SearchCreativeWork object_typeOPEN album CLOSEobject_type object_nameOPEN start a fire CLOSEobject_name
i need journal of pediatric oncology nursing , help me find	SearchCreativeWork object_nameOPEN journal of pediatric oncology nursing CLOSEobject_name
find google news	SearchCreativeWork object_nameOPEN google news CLOSEobject_name
look up the show  cissy houston	SearchCreativeWork object_typeOPEN show CLOSEobject_type object_nameOPEN cissy houston CLOSEobject_name
find the angry birds movie	SearchCreativeWork object_nameOPEN the angry birds movie CLOSEobject_name
where is journal of geriatric psychiatry and neurology	SearchCreativeWork object_nameOPEN journal of geriatric psychiatry and neurology CLOSEobject_name
find a trailer called no reservations .	SearchCreativeWork object_typeOPEN trailer CLOSEobject_type object_nameOPEN no reservations CLOSEobject_name
find the game titled iparty with victorious	SearchCreativeWork object_typeOPEN game CLOSEobject_type object_nameOPEN iparty with victorious CLOSEobject_name
find a video game called a stroll in the pork	SearchCreativeWork object_typeOPEN video game CLOSEobject_type object_nameOPEN a stroll in the pork CLOSEobject_name
show song schedule of shoot for the moon	SearchCreativeWork object_typeOPEN song CLOSEobject_type object_nameOPEN shoot for the moon CLOSEobject_name
where can i get a photograph of death knows your name ?	SearchCreativeWork object_typeOPEN photograph CLOSEobject_type object_nameOPEN death knows your name CLOSEobject_name
find a movie called living in america .	SearchCreativeWork object_typeOPEN movie CLOSEobject_type object_nameOPEN living in america CLOSEobject_name
find the tv series  the almighty johnsons	SearchCreativeWork object_typeOPEN tv series CLOSEobject_type object_nameOPEN the almighty johnsons CLOSEobject_name
can you help me find a picture called olympia 1974 ?	SearchCreativeWork object_typeOPEN picture CLOSEobject_type object_nameOPEN olympia 1974 CLOSEobject_name
i'm looking for the video game called the supernatural events on campus	SearchCreativeWork object_typeOPEN video game CLOSEobject_type object_nameOPEN the supernatural events on campus CLOSEobject_name
play the television show  tears laid in earth	SearchCreativeWork object_typeOPEN television show CLOSEobject_type object_nameOPEN tears laid in earth CLOSEobject_name
where can i watch tv series  shopping spree	SearchCreativeWork object_typeOPEN tv series CLOSEobject_type object_nameOPEN shopping spree CLOSEobject_name
find a game called bump the show	SearchCreativeWork object_typeOPEN game CLOSEobject_type object_nameOPEN bump the show CLOSEobject_name
i'm looking to find suryavanshi .	SearchCreativeWork object_nameOPEN suryavanshi CLOSEobject_name
find the book  bad day on the block	SearchCreativeWork object_typeOPEN book CLOSEobject_type object_nameOPEN bad day on the block CLOSEobject_name
show the monkey  soundtrack	SearchCreativeWork object_nameOPEN the monkey CLOSEobject_name object_typeOPEN soundtrack CLOSEobject_type
find a painting called songs from tsongas	SearchCreativeWork object_typeOPEN painting CLOSEobject_type object_nameOPEN songs from tsongas CLOSEobject_name
i'm looking for the saga  lifelong ambitions	SearchCreativeWork object_typeOPEN saga CLOSEobject_type object_nameOPEN lifelong ambitions CLOSEobject_name
show the best of minnie riperton  saga	SearchCreativeWork object_nameOPEN the best of minnie riperton CLOSEobject_name object_typeOPEN saga CLOSEobject_type
find the family jams  saga	SearchCreativeWork object_nameOPEN the family jams CLOSEobject_name object_typeOPEN saga CLOSEobject_type
look for the show named chestnut mare	SearchCreativeWork object_typeOPEN show CLOSEobject_type object_nameOPEN chestnut mare CLOSEobject_name
find the movie  you must first learn to draw the real	SearchCreativeWork object_typeOPEN movie CLOSEobject_type object_nameOPEN you must first learn to draw the real CLOSEobject_name
find the photograph  the air is on fire: soundscape	SearchCreativeWork object_typeOPEN photograph CLOSEobject_type object_nameOPEN the air is on fire: soundscape CLOSEobject_name
find a video game called the last american virgin .	SearchCreativeWork object_typeOPEN video game CLOSEobject_type object_nameOPEN the last american virgin CLOSEobject_name
what are the movie schedule at malco theatres	SearchScreeningEvent object_typeOPEN movie schedule CLOSEobject_type location_nameOPEN malco theatres CLOSElocation_name
i want to get the movie schedule	SearchScreeningEvent object_typeOPEN movie schedule CLOSEobject_type
show me movie time for i am sorry at my movie house	SearchScreeningEvent movie_nameOPEN i am sorry CLOSEmovie_name object_location_typeOPEN movie house CLOSEobject_location_type
find time for trouble for two  in one minute at landmark theatres	SearchScreeningEvent movie_nameOPEN trouble for two CLOSEmovie_name timeRangeOPEN in one minute CLOSEtimeRange location_nameOPEN landmark theatres CLOSElocation_name
please show me the movie schedule for movies playing in the neighborhood .	SearchScreeningEvent object_typeOPEN movie schedule CLOSEobject_type movie_typeOPEN movies CLOSEmovie_type spatial_relationOPEN in the neighborhood CLOSEspatial_relation
what are the time for movies playing at star theatres ?	SearchScreeningEvent movie_typeOPEN movies CLOSEmovie_type location_nameOPEN star theatres CLOSElocation_name
what time are the animated movies playing at mann theatres ?	SearchScreeningEvent movie_typeOPEN animated movies CLOSEmovie_type location_nameOPEN mann theatres CLOSElocation_name
i'm wondering what cinema is playing peters baby .	SearchScreeningEvent object_location_typeOPEN cinema CLOSEobject_location_type movie_nameOPEN peters baby CLOSEmovie_name
i want the movie schedules for movies  around here	SearchScreeningEvent object_typeOPEN movie schedules CLOSEobject_type movie_typeOPEN movies CLOSEmovie_type spatial_relationOPEN around here CLOSEspatial_relation
what movies are playing at the nearest  movie house	SearchScreeningEvent movie_typeOPEN movies CLOSEmovie_type spatial_relationOPEN nearest CLOSEspatial_relation object_location_typeOPEN movie house CLOSEobject_location_type
find wild at heart	SearchScreeningEvent movie_nameOPEN wild at heart CLOSEmovie_name
she me the movie times	SearchScreeningEvent object_typeOPEN movie times CLOSEobject_type
what movie theatre is playing sherlock holmes and dr. watson  fifteen hours and one minute from now	SearchScreeningEvent object_location_typeOPEN movie theatre CLOSEobject_location_type movie_nameOPEN sherlock holmes and dr. watson CLOSEmovie_name timeRangeOPEN fifteen hours and one minute from now CLOSEtimeRange
what is the local movie times	SearchScreeningEvent object_typeOPEN movie times CLOSEobject_type
find a movie house showing cage without a key	SearchScreeningEvent object_location_typeOPEN movie house CLOSEobject_location_type movie_nameOPEN cage without a key CLOSEmovie_name
what time is are movies at the closest  movie theatre	SearchScreeningEvent movie_typeOPEN movies CLOSEmovie_type spatial_relationOPEN closest CLOSEspatial_relation object_location_typeOPEN movie theatre CLOSEobject_location_type
find the nearest  movie house that's showing movies	SearchScreeningEvent spatial_relationOPEN nearest CLOSEspatial_relation object_location_typeOPEN movie house CLOSEobject_location_type movie_typeOPEN movies CLOSEmovie_type
find some close by  movies	SearchScreeningEvent spatial_relationOPEN close by CLOSEspatial_relation movie_typeOPEN movies CLOSEmovie_type
where is wild america showing at zero p.m.	SearchScreeningEvent movie_nameOPEN wild america CLOSEmovie_name timeRangeOPEN zero p.m. CLOSEtimeRange
i'd like to see snowball express	SearchScreeningEvent movie_nameOPEN snowball express CLOSEmovie_name
find movie schedules at goodrich quality theaters	SearchScreeningEvent object_typeOPEN movie schedules CLOSEobject_type location_nameOPEN goodrich quality theaters CLOSElocation_name
when is beyond my reach scheduled at the nearest  cinema ?	SearchScreeningEvent movie_nameOPEN beyond my reach CLOSEmovie_name spatial_relationOPEN nearest CLOSEspatial_relation object_location_typeOPEN cinema CLOSEobject_location_type
find the schedule for films at cobb theatres .	SearchScreeningEvent object_typeOPEN schedule CLOSEobject_type movie_typeOPEN films CLOSEmovie_type location_nameOPEN cobb theatres CLOSElocation_name
find 16 starting time for heavenly body	SearchScreeningEvent timeRangeOPEN 16 CLOSEtimeRange movie_nameOPEN heavenly body CLOSEmovie_name
what animated movies are playing close by at four o'clock ?	SearchScreeningEvent movie_typeOPEN animated movies CLOSEmovie_type spatial_relationOPEN close by CLOSEspatial_relation timeRangeOPEN four o'clock CLOSEtimeRange
find the movie schedule for films  in the area .	SearchScreeningEvent object_typeOPEN movie schedule CLOSEobject_type movie_typeOPEN films CLOSEmovie_type spatial_relationOPEN in the area CLOSEspatial_relation
what amc theaters is the red dance playing at?	SearchScreeningEvent location_nameOPEN amc theaters CLOSElocation_name movie_nameOPEN the red dance CLOSEmovie_name
show movie times at megaplex theatres	SearchScreeningEvent object_typeOPEN movie times CLOSEobject_type location_nameOPEN megaplex theatres CLOSElocation_name
what is the movie schedule at the fox theatres	SearchScreeningEvent object_typeOPEN movie schedule CLOSEobject_type location_nameOPEN fox theatres CLOSElocation_name
find movie times	SearchScreeningEvent object_typeOPEN movie times CLOSEobject_type
give me the movie schedule	SearchScreeningEvent object_typeOPEN movie schedule CLOSEobject_type
find me third man on the mountain at a cinema	SearchScreeningEvent movie_nameOPEN third man on the mountain CLOSEmovie_name object_location_typeOPEN cinema CLOSEobject_location_type
i'd like to watch the utopian society	SearchScreeningEvent movie_nameOPEN the utopian society CLOSEmovie_name
can you give me the movie times	SearchScreeningEvent object_typeOPEN movie times CLOSEobject_type
what time is a ball at the anjo house playing	SearchScreeningEvent movie_nameOPEN a ball at the anjo house CLOSEmovie_name
what is the closest  movie theatre that is playing animated movies	SearchScreeningEvent spatial_relationOPEN closest CLOSEspatial_relation object_location_typeOPEN movie theatre CLOSEobject_location_type movie_typeOPEN animated movies CLOSEmovie_type
check movie schedules and find which animated movies are being aired in the neighborhood movie halls.	SearchScreeningEvent object_typeOPEN movie schedules CLOSEobject_type movie_typeOPEN animated movies CLOSEmovie_type spatial_relationOPEN in the neighborhood CLOSEspatial_relation
find the schedule for the voice in the fog at night at the closest  movie house .	SearchScreeningEvent object_typeOPEN schedule CLOSEobject_type movie_nameOPEN the voice in the fog CLOSEmovie_name timeRangeOPEN night CLOSEtimeRange spatial_relationOPEN closest CLOSEspatial_relation object_location_typeOPEN movie house CLOSEobject_location_type
when is barbary coast playing?	SearchScreeningEvent movie_nameOPEN barbary coast CLOSEmovie_name
is terminal station at cinemark theatres	SearchScreeningEvent movie_nameOPEN terminal station CLOSEmovie_name location_nameOPEN cinemark theatres CLOSElocation_name
i'd like to watch sherlock holmes à new york at kb theatres	SearchScreeningEvent movie_nameOPEN sherlock holmes à new york CLOSEmovie_name location_nameOPEN kb theatres CLOSElocation_name
what time is movies playing around here	SearchScreeningEvent movie_typeOPEN movies CLOSEmovie_type spatial_relationOPEN around here CLOSEspatial_relation
show me the movie schedule for caribbean cinemas	SearchScreeningEvent object_typeOPEN movie schedule CLOSEobject_type location_nameOPEN caribbean cinemas CLOSElocation_name
show me the movie schedules for santikos theatres .	SearchScreeningEvent object_typeOPEN movie schedules CLOSEobject_type location_nameOPEN santikos theatres CLOSElocation_name
is live forever: the rise and fall of brit pop playing at the closest  cinema  in 1 minute	SearchScreeningEvent movie_nameOPEN live forever: the rise and fall of brit pop CLOSEmovie_name spatial_relationOPEN closest CLOSEspatial_relation object_location_typeOPEN cinema CLOSEobject_location_type timeRangeOPEN in 1 minute CLOSEtimeRange
check which cinema currently runs when the last sword is drawn .	SearchScreeningEvent object_location_typeOPEN cinema CLOSEobject_location_type movie_nameOPEN when the last sword is drawn CLOSEmovie_name
find a movie house with colic: the movie that is nearest	SearchScreeningEvent object_location_typeOPEN movie house CLOSEobject_location_type movie_nameOPEN colic: the movie CLOSEmovie_name spatial_relationOPEN nearest CLOSEspatial_relation
tell me what films are currently playing at amc theaters	SearchScreeningEvent movie_typeOPEN films CLOSEmovie_type location_nameOPEN amc theaters CLOSElocation_name
find movies with movie schedules  in the neighborhood	SearchScreeningEvent movie_typeOPEN movies CLOSEmovie_type object_typeOPEN movie schedules CLOSEobject_type spatial_relationOPEN in the neighborhood CLOSEspatial_relation
what movie theatre is showing if the huns came to melbourne	SearchScreeningEvent object_location_typeOPEN movie theatre CLOSEobject_location_type movie_nameOPEN if the huns came to melbourne CLOSEmovie_name
what films and movie times are close by	SearchScreeningEvent movie_typeOPEN films CLOSEmovie_type object_typeOPEN movie times CLOSEobject_type spatial_relationOPEN close by CLOSEspatial_relation
find national amusements showing the sea is behind	SearchScreeningEvent location_nameOPEN national amusements CLOSElocation_name movie_nameOPEN the sea is behind CLOSEmovie_name
show movie times	SearchScreeningEvent object_typeOPEN movie times CLOSEobject_type
is the swan available to watch at the movie house  now ?	SearchScreeningEvent movie_nameOPEN the swan CLOSEmovie_name object_location_typeOPEN movie house CLOSEobject_location_type timeRangeOPEN now CLOSEtimeRange
is traffic at the movie theatre	SearchScreeningEvent movie_nameOPEN traffic CLOSEmovie_name object_location_typeOPEN movie theatre CLOSEobject_location_type
find time for the movie schedule at cineplex odeon corporation	SearchScreeningEvent object_typeOPEN movie schedule CLOSEobject_type location_nameOPEN cineplex odeon corporation CLOSElocation_name
what time is kerasotes theatres playing animated movies	SearchScreeningEvent location_nameOPEN kerasotes theatres CLOSElocation_name movie_typeOPEN animated movies CLOSEmovie_type
find the flying ace	SearchScreeningEvent movie_nameOPEN the flying ace CLOSEmovie_name
is transcending fear at malco theatres	SearchScreeningEvent movie_nameOPEN transcending fear CLOSEmovie_name location_nameOPEN malco theatres CLOSElocation_name
can you give me a local and current movie schedule 	SearchScreeningEvent object_typeOPEN movie schedule CLOSEobject_type
where is the nearest  movie house that is playing teaching to see	SearchScreeningEvent spatial_relationOPEN nearest CLOSEspatial_relation object_location_typeOPEN movie house CLOSEobject_location_type movie_nameOPEN teaching to see CLOSEmovie_name
closest  movie theatre with no time for sergeants	SearchScreeningEvent spatial_relationOPEN closest CLOSEspatial_relation object_location_typeOPEN movie theatre CLOSEobject_location_type movie_nameOPEN no time for sergeants CLOSEmovie_name
where is beyblade: fierce battle playing	SearchScreeningEvent movie_nameOPEN beyblade: fierce battle CLOSEmovie_name
when is hefner: unauthorized showing at magic johnson theatres	SearchScreeningEvent movie_nameOPEN hefner: unauthorized CLOSEmovie_name location_nameOPEN magic johnson theatres CLOSElocation_name
what's the closest  movie house showing animated movies	SearchScreeningEvent spatial_relationOPEN closest CLOSEspatial_relation object_location_typeOPEN movie house CLOSEobject_location_type movie_typeOPEN animated movies CLOSEmovie_type
find a nearby  movie schedule for movies	SearchScreeningEvent spatial_relationOPEN nearby CLOSEspatial_relation object_typeOPEN movie schedule CLOSEobject_type movie_typeOPEN movies CLOSEmovie_type
showtimes for medal for the general	SearchScreeningEvent movie_nameOPEN medal for the general CLOSEmovie_name
when is his english wife showing at the neighborhood cinema group ?	SearchScreeningEvent movie_nameOPEN his english wife CLOSEmovie_name location_nameOPEN neighborhood cinema group CLOSElocation_name
what time is the count playing	SearchScreeningEvent movie_nameOPEN the count CLOSEmovie_name
find animated movies  in the neighborhood	SearchScreeningEvent movie_typeOPEN animated movies CLOSEmovie_type spatial_relationOPEN in the neighborhood CLOSEspatial_relation
can you tell me what time the fickle is playing at the closest  cinema	SearchScreeningEvent movie_nameOPEN the fickle CLOSEmovie_name spatial_relationOPEN closest CLOSEspatial_relation object_location_typeOPEN cinema CLOSEobject_location_type
show movie schedules at megaplex theatres	SearchScreeningEvent object_typeOPEN movie schedules CLOSEobject_type location_nameOPEN megaplex theatres CLOSElocation_name
what's the nearest  movie theatre showing movies	SearchScreeningEvent spatial_relationOPEN nearest CLOSEspatial_relation object_location_typeOPEN movie theatre CLOSEobject_location_type movie_typeOPEN movies CLOSEmovie_type
please give me the movie schedule	SearchScreeningEvent object_typeOPEN movie schedule CLOSEobject_type
i want to watch animated movies at showcase cinemas	SearchScreeningEvent movie_typeOPEN animated movies CLOSEmovie_type location_nameOPEN showcase cinemas CLOSElocation_name
find the broken	SearchScreeningEvent movie_nameOPEN the broken CLOSEmovie_name
where is the nearest  movie theatre showing movies	SearchScreeningEvent spatial_relationOPEN nearest CLOSEspatial_relation object_location_typeOPEN movie theatre CLOSEobject_location_type movie_typeOPEN movies CLOSEmovie_type
find three in the attic	SearchScreeningEvent movie_nameOPEN three in the attic CLOSEmovie_name
what is the movie schedule for animated movies  in the area	SearchScreeningEvent object_typeOPEN movie schedule CLOSEobject_type movie_typeOPEN animated movies CLOSEmovie_type spatial_relationOPEN in the area CLOSEspatial_relation
can you give me the movie schedules at mann theatres ?	SearchScreeningEvent object_typeOPEN movie schedules CLOSEobject_type location_nameOPEN mann theatres CLOSElocation_name
give me the movie schedule for animated movies showing in the neighborhood	SearchScreeningEvent object_typeOPEN movie schedule CLOSEobject_type movie_typeOPEN animated movies CLOSEmovie_type spatial_relationOPEN in the neighborhood CLOSEspatial_relation
when is longwave going to be playing?	SearchScreeningEvent movie_nameOPEN longwave CLOSEmovie_name
find the movie schedules for me	SearchScreeningEvent object_typeOPEN movie schedules CLOSEobject_type
find vegucated starting at zero pm	SearchScreeningEvent movie_nameOPEN vegucated CLOSEmovie_name timeRangeOPEN zero pm CLOSEtimeRange
what time will where the breakers roar be playing?	SearchScreeningEvent movie_nameOPEN where the breakers roar CLOSEmovie_name
i'd like to watch dirty laundry at the movie house 	SearchScreeningEvent movie_nameOPEN dirty laundry CLOSEmovie_name object_location_typeOPEN movie house CLOSEobject_location_type
i want the movie schedule for animated movies  in the area 	SearchScreeningEvent object_typeOPEN movie schedule CLOSEobject_type movie_typeOPEN animated movies CLOSEmovie_type spatial_relationOPEN in the area CLOSEspatial_relation
is the tender years at the nearest  movie theatre	SearchScreeningEvent movie_nameOPEN the tender years CLOSEmovie_name spatial_relationOPEN nearest CLOSEspatial_relation object_location_typeOPEN movie theatre CLOSEobject_location_type
find the schedule for the band of honest men at the nearest  movie theatre .	SearchScreeningEvent object_typeOPEN schedule CLOSEobject_type movie_nameOPEN the band of honest men CLOSEmovie_name spatial_relationOPEN nearest CLOSEspatial_relation object_location_typeOPEN movie theatre CLOSEobject_location_type
show me the movie schedule	SearchScreeningEvent object_typeOPEN movie schedule CLOSEobject_type
i'd like to watch films at the nearest  cinema at 8 am	SearchScreeningEvent movie_typeOPEN films CLOSEmovie_type spatial_relationOPEN nearest CLOSEspatial_relation object_location_typeOPEN cinema CLOSEobject_location_type timeRangeOPEN 8 am CLOSEtimeRange
find the movie times for animated movies  around here .	SearchScreeningEvent object_typeOPEN movie times CLOSEobject_type movie_typeOPEN animated movies CLOSEmovie_type spatial_relationOPEN around here CLOSEspatial_relation
showtimes for movies currently playing at speakeasy theaters	SearchScreeningEvent movie_typeOPEN movies CLOSEmovie_type location_nameOPEN speakeasy theaters CLOSElocation_name
can you find me a showing for before the music dies  in one second ?	SearchScreeningEvent movie_nameOPEN before the music dies CLOSEmovie_name timeRangeOPEN in one second CLOSEtimeRange
find the movie schedules for cobb theatres .	SearchScreeningEvent object_typeOPEN movie schedules CLOSEobject_type location_nameOPEN cobb theatres CLOSElocation_name
what is the movie schedules for the harkins theatres	SearchScreeningEvent object_typeOPEN movie schedules CLOSEobject_type location_nameOPEN harkins theatres CLOSElocation_name
find movie times	SearchScreeningEvent object_typeOPEN movie times CLOSEobject_type
what theaters are showing a lonely place to die – todesfalle highlands starting at 14:40	SearchScreeningEvent location_nameOPEN theaters CLOSElocation_name movie_nameOPEN a lonely place to die – todesfalle highlands CLOSEmovie_name timeRangeOPEN 14:40 CLOSEtimeRange
find a cinema  closest with animated movies	SearchScreeningEvent object_location_typeOPEN cinema CLOSEobject_location_type spatial_relationOPEN closest CLOSEspatial_relation movie_typeOPEN animated movies CLOSEmovie_type
show me movie times at cooper foundation .	SearchScreeningEvent object_typeOPEN movie times CLOSEobject_type location_nameOPEN cooper foundation CLOSElocation_name
find movie times for films  close by	SearchScreeningEvent object_typeOPEN movie times CLOSEobject_type movie_typeOPEN films CLOSEmovie_type spatial_relationOPEN close by CLOSEspatial_relation
movie schedules at amc theaters 	SearchScreeningEvent object_typeOPEN movie schedules CLOSEobject_type location_nameOPEN amc theaters CLOSElocation_name
please tell me movie times	SearchScreeningEvent object_typeOPEN movie times CLOSEobject_type
show movie schedules  close by  movies	SearchScreeningEvent object_typeOPEN movie schedules CLOSEobject_type spatial_relationOPEN close by CLOSEspatial_relation movie_typeOPEN movies CLOSEmovie_type
what time will in the name of the son be playing?	SearchScreeningEvent movie_nameOPEN in the name of the son CLOSEmovie_name
which movies are playing at the nearest  cinema at twelve pm ?	SearchScreeningEvent movie_typeOPEN movies CLOSEmovie_type spatial_relationOPEN nearest CLOSEspatial_relation object_location_typeOPEN cinema CLOSEobject_location_type timeRangeOPEN twelve pm CLOSEtimeRange
is dishyum at the cinema	SearchScreeningEvent movie_nameOPEN dishyum CLOSEmovie_name object_location_typeOPEN cinema CLOSEobject_location_type
show me movie schedules	SearchScreeningEvent object_typeOPEN movie schedules CLOSEobject_type
let me get the movie schedule for lunch time.	SearchScreeningEvent object_typeOPEN movie schedule CLOSEobject_type timeRangeOPEN lunch CLOSEtimeRange
what movies are playing in the area 	SearchScreeningEvent movie_typeOPEN movies CLOSEmovie_type spatial_relationOPEN in the area CLOSEspatial_relation
find the schedule for films at century theatres .	SearchScreeningEvent object_typeOPEN schedule CLOSEobject_type movie_typeOPEN films CLOSEmovie_type location_nameOPEN century theatres CLOSElocation_name
when can i see a handful of dust in a movie theatre	SearchScreeningEvent movie_nameOPEN a handful of dust CLOSEmovie_name object_location_typeOPEN movie theatre CLOSEobject_location_type
which movies are playing at the closest  cinema ?	SearchScreeningEvent movie_typeOPEN movies CLOSEmovie_type spatial_relationOPEN closest CLOSEspatial_relation object_location_typeOPEN cinema CLOSEobject_location_type
what's the movie schedules for in the neighborhood at the movies	SearchScreeningEvent object_typeOPEN movie schedules CLOSEobject_type spatial_relationOPEN in the neighborhood CLOSEspatial_relation movie_typeOPEN movies CLOSEmovie_type
show me movie times for animated movies playing three hours from now  in the neighbourhood .	SearchScreeningEvent object_typeOPEN movie times CLOSEobject_type movie_typeOPEN animated movies CLOSEmovie_type timeRangeOPEN three hours from now CLOSEtimeRange spatial_relationOPEN in the neighbourhood CLOSEspatial_relation
what are the movie times for films playing in the area ?	SearchScreeningEvent object_typeOPEN movie times CLOSEobject_type movie_typeOPEN films CLOSEmovie_type spatial_relationOPEN in the area CLOSEspatial_relation
list movie schedule	SearchScreeningEvent object_typeOPEN movie schedule CLOSEobject_type
show me movies  in the area	SearchScreeningEvent movie_typeOPEN movies CLOSEmovie_type spatial_relationOPEN in the area CLOSEspatial_relation
which animated movies are showing at the neighborhood cinema group ?	SearchScreeningEvent movie_typeOPEN animated movies CLOSEmovie_type location_nameOPEN neighborhood cinema group CLOSElocation_name
what films are playing at the nearest  movie theatre	SearchScreeningEvent movie_typeOPEN films CLOSEmovie_type spatial_relationOPEN nearest CLOSEspatial_relation object_location_typeOPEN movie theatre CLOSEobject_location_type
what time is film showing at southern theatres	SearchScreeningEvent movie_typeOPEN film CLOSEmovie_type location_nameOPEN southern theatres CLOSElocation_name
find movie times for alamo drafthouse cinema at 10:37 p.m. .	SearchScreeningEvent object_typeOPEN movie times CLOSEobject_type location_nameOPEN alamo drafthouse cinema CLOSElocation_name timeRangeOPEN 10:37 p.m. CLOSEtimeRange
what time is i know that you know that i know lpaying	SearchScreeningEvent movie_nameOPEN i know that you know that i know CLOSEmovie_name
show me the films currently playing at the nearest  movie theatre	SearchScreeningEvent movie_typeOPEN films CLOSEmovie_type spatial_relationOPEN nearest CLOSEspatial_relation object_location_typeOPEN movie theatre CLOSEobject_location_type
show the movies at the nearest  movie house	SearchScreeningEvent movie_typeOPEN movies CLOSEmovie_type spatial_relationOPEN nearest CLOSEspatial_relation object_location_typeOPEN movie house CLOSEobject_location_type
what cinema is the railway children	SearchScreeningEvent object_location_typeOPEN cinema CLOSEobject_location_type movie_nameOPEN the railway children CLOSEmovie_name
what are the movie times for movies  around here	SearchScreeningEvent object_typeOPEN movie times CLOSEobject_type movie_typeOPEN movies CLOSEmovie_type spatial_relationOPEN around here CLOSEspatial_relation
where is the beach of lost children playing	SearchScreeningEvent movie_nameOPEN the beach of lost children CLOSEmovie_name
i'd like to see the showtimes for silly movie 2.0 at the movie house	SearchScreeningEvent movie_nameOPEN silly movie 2.0 CLOSEmovie_name object_location_typeOPEN movie house CLOSEobject_location_type
11 seconds from now find a cinema with first monday in october	SearchScreeningEvent timeRangeOPEN 11 seconds from now CLOSEtimeRange object_location_typeOPEN cinema CLOSEobject_location_type movie_nameOPEN first monday in october CLOSEmovie_name
is the king of the kitchen playing in fifteen hours ?	SearchScreeningEvent movie_nameOPEN the king of the kitchen CLOSEmovie_name timeRangeOPEN in fifteen hours CLOSEtimeRange
what movies are going to be screened at caribbean cinemas at fourteen o'clock ?	SearchScreeningEvent movie_typeOPEN movies CLOSEmovie_type location_nameOPEN caribbean cinemas CLOSElocation_name timeRangeOPEN fourteen o'clock CLOSEtimeRange
what time is goodbye mothers playing?	SearchScreeningEvent movie_nameOPEN goodbye mothers CLOSEmovie_name
show movie times for amc theatres	SearchScreeningEvent object_typeOPEN movie times CLOSEobject_type location_nameOPEN amc theatres CLOSElocation_name
what movie times start in 22 seconds at magic johnson theatres	SearchScreeningEvent object_typeOPEN movie times CLOSEobject_type timeRangeOPEN in 22 seconds CLOSEtimeRange location_nameOPEN magic johnson theatres CLOSElocation_name
find films at showcase cinemas	SearchScreeningEvent movie_typeOPEN films CLOSEmovie_type location_nameOPEN showcase cinemas CLOSElocation_name
is the couch trip at the nearest  cinema	SearchScreeningEvent movie_nameOPEN the couch trip CLOSEmovie_name spatial_relationOPEN nearest CLOSEspatial_relation object_location_typeOPEN cinema CLOSEobject_location_type
what time is high tide at noon showing	SearchScreeningEvent movie_nameOPEN high tide at noon CLOSEmovie_name
what time is chandranath playing mjr theatres	SearchScreeningEvent movie_nameOPEN chandranath CLOSEmovie_name location_nameOPEN mjr theatres CLOSElocation_name
what are the movie schedules for the dipson theatres	SearchScreeningEvent object_typeOPEN movie schedules CLOSEobject_type location_nameOPEN dipson theatres CLOSElocation_name
what time is death nurse showing	SearchScreeningEvent movie_nameOPEN death nurse CLOSEmovie_name
what is the movies playing at north american cinemas	SearchScreeningEvent movie_typeOPEN movies CLOSEmovie_type location_nameOPEN north american cinemas CLOSElocation_name
what time is swarna trishna playinh at loews cineplex	SearchScreeningEvent movie_nameOPEN swarna trishna CLOSEmovie_name location_nameOPEN loews cineplex CLOSElocation_name
find animated movies  nearest at a movie house	SearchScreeningEvent movie_typeOPEN animated movies CLOSEmovie_type spatial_relationOPEN nearest CLOSEspatial_relation object_location_typeOPEN movie house CLOSEobject_location_type
what is the local movie schedule	SearchScreeningEvent object_typeOPEN movie schedule CLOSEobject_type
find films in cinemark theatres	SearchScreeningEvent movie_typeOPEN films CLOSEmovie_type location_nameOPEN cinemark theatres CLOSElocation_name
what time are movies showing around here	SearchScreeningEvent movie_typeOPEN movies CLOSEmovie_type spatial_relationOPEN around here CLOSEspatial_relation
when is romance on the range playing at movie house ?	SearchScreeningEvent movie_nameOPEN romance on the range CLOSEmovie_name object_location_typeOPEN movie house CLOSEobject_location_type
what films are being shown at the national amusements	SearchScreeningEvent movie_typeOPEN films CLOSEmovie_type location_nameOPEN national amusements CLOSElocation_name
where animated movies does north american cinemas feature	SearchScreeningEvent movie_typeOPEN animated movies CLOSEmovie_type location_nameOPEN north american cinemas CLOSElocation_name
find the nearest  movie theatre with the witness chair	SearchScreeningEvent spatial_relationOPEN nearest CLOSEspatial_relation object_location_typeOPEN movie theatre CLOSEobject_location_type movie_nameOPEN the witness chair CLOSEmovie_name
when is the prince who was a thief playing at the cinema ?	SearchScreeningEvent movie_nameOPEN the prince who was a thief CLOSEmovie_name object_location_typeOPEN cinema CLOSEobject_location_type
find the schedule for the solitude of prime numbers at the nearest  cinema  in 1 hour .	SearchScreeningEvent object_typeOPEN schedule CLOSEobject_type movie_nameOPEN the solitude of prime numbers CLOSEmovie_name spatial_relationOPEN nearest CLOSEspatial_relation object_location_typeOPEN cinema CLOSEobject_location_type timeRangeOPEN in 1 hour CLOSEtimeRange
